keyid,village,intervention,date0,resurvey0,respondent0,homegarden0,va_exposed0,vaknowledgecountgen0,va_sourcegen0,ofsp_known0,ofspknowledgecountgen0,grew_ofsp0,ofsp_future0,goodrf_optionscountgen0,boughtofsp0,freeofsp0,planbuy0,gender0,widow0,education0,electricity0,house0,totalgoods0,sec0,evergrew0,ofspfreqad0,ofspfreqch0,date1,resurvey1,respondent1,ageofhh1,ageofspouse1,homegarden1,toilet1,vas1,va_exposed1,vaknowledgecountgen1,va_sourcegen1,ofsp_known1,ofspknowledgecountgen1,grew_ofsp1,ofsp_future1,price1,amount1,freechoice1,duration1,adult_ate1,child_ate1,adult_greens1,child_greens1,age_for_food1,goodrf_optionscountgen1,boughtofsp1,freeofsp1,planbuy1,nutreventcount1,ageventcount1,evergrew1,adultofspdiet1,childofspdiet1,ofspfreqad1,ofspfreqch1
108046,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,0 No,1,,,,1 Female,0,2 No Formal Education,3 None,Hut,1,E1,0,,,19aug2018,0,Spouse of Head,30,28,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,,5 Did not eat,5 Did not eat,6,1,0,1,0,0,2,0,1.5,,1,
108047,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,4,C2,0,,,21aug2018,0,Head of Household,46,42,0 No,2 The toilet is not working or is not being used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,30,3,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,2,1,0,0,0,0,0,1.5,1.5,1,1
108048,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,1 Full,Pucca,3,C2,0,,,19aug2018,0,Spouse of Head,40,36,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,1,0,,,0,0
108049,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,21aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,12,0,0,0,1,0,1,0,,,0,0
108050,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Pucca,3,D1,0,,,19aug2018,0,Spouse of Head,50,45,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",1,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,2,0,,,0,0
108051,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",2,0 No,1 Yes,0,,,,0 Male,0,3 4th Standard,2 Partial,Semi-pucca,4,C1,0,,,19aug2018,0,Head of Household,49,46,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",0,1,"1 Yes, have seen and heard",2,0 No,0 No,,,2 It was given to me without my asking,2 About a week,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,1,0,1,0,0,1,0,1.2727273,1.2727273,1,1
108052,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,19aug2018,0,Spouse of Head,35,31,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,12,2,0,0,0,0,1,0,,,0,0
108053,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108054,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,1 Yes,1,,,,1 Female,0,2 No Formal Education,3 None,Hut,1,E1,0,,,19aug2018,0,Head of Household,30,28,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",4,1,"1 Yes, have seen and heard",2,0 No,1 Yes,30,1,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,8,2,1,0,0,1,2,0,1.5,1.5,1,1
108055,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Hut,1,E1,0,,,21aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,1,0,,,0,0
108056,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
108057,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Hut,1,E1,0,,,06sep2018,1,Spouse of Head,32,28,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,0 No,,,2 It was given to me without my asking,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,8,1,0,1,0,1,0,0,1.5,1.5,1,1
108058,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",4,2,"3 Yes, heard about it only",1,0 No,0 No,0,,,,0 Male,0,5 High School,3 None,Kutcha,1,D2,0,,,19aug2018,0,Spouse of Head,43,39,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
108059,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Kutcha,1,E1,0,,,21aug2018,0,Spouse of Head,38,35,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",2,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,2,0,1,0,0,0,0,1.5,1.5,1,1
108060,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,2,D2,0,,,19aug2018,0,Head of Household,38,35,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,0,0,0,0,,,0,0
108061,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,1 Yes,0,,,,1 Female,0,1 Illiterate,2 Partial,Semi-pucca,6,C1,0,,,21aug2018,0,Head of Household,40,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,2,"1 Yes, have seen and heard",2,0 No,2 Undecided,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,12,1,0,1,0,2,1,0,1.5,1.5,1,1
108062,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,1 Illiterate,2 Partial,Semi-pucca,3,D1,0,,,21aug2018,0,Spouse of Head,66,60,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,0,1,0,,,0,0
108063,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,06sep2018,1,Spouse of Head,56,50,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,0 No,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,6,1,0,1,0,0,1,0,,,,
108064,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",2,1 Yes,1 Yes,1,,,,0 Male,0,2 No Formal Education,1 Full,Semi-pucca,4,C1,1,,,21aug2018,0,Spouse of Head,33,28,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",3,3,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,5 More than 4 weeks,1 Nearly every day,1 Nearly every day,1 Ate frequently,1 Ate frequently,6,2,0,0,0,2,7,1,40,40,6,6
108065,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,2 No Formal Education,1 Full,Pucca,6,B1,0,,,19aug2018,0,Head of Household,35,32,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,2,0,,,0,0
108066,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,19aug2018,0,Head of Household,38,32,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,2,0,,,0,0
108067,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,6,B1,0,,,06sep2018,1,Spouse of Head,30,25,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","3 Yes, has heard about vitamin A",2,1,"3 Yes, heard about it only",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,0,0,0,,,0,0
108068,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,1 Yes,"3 Yes, has heard about vitamin A",3,3,"2 Yes, saw it only",5,1 Yes,1 Yes,0,,,,1 Female,1,1 Illiterate,1 Full,Pucca,2,D2,1,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,3,3,1,,,0,0
108069,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,1 Full,Kutcha,2,D2,0,,,21aug2018,0,Head of Household,60,55,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,2,0,,,0,0
108070,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,3 4th Standard,3 None,Kutcha,3,C2,0,,,21aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,0,0,0,,,0,0
108071,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,2 Undecided,1,,,,1 Female,1,1 Illiterate,1 Full,Semi-pucca,4,C2,0,,,21aug2018,0,Head of Household,60,,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","3 Yes, has heard about vitamin A",2,1,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,12,1,0,0,1,1,2,0,,,0,0
108072,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,2 Partial,Semi-pucca,1,E1,0,,,21aug2018,0,Head of Household,60,55,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
108073,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,3 None,Pucca,3,D1,0,,,21aug2018,0,Spouse of Head,64,60,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",3,1,"1 Yes, have seen and heard",2,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,0,0,1,0,0,0,0,1.5,1.5,1,1
108074,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,1 Yes,1 Yes,0,,,,1 Female,0,2 No Formal Education,1 Full,Semi-pucca,4,C1,1,,,19aug2018,0,Spouse of Head,34,30,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,2 Ate a few times,2 Ate a few times,6,1,0,1,0,2,2,1,1.5,1.5,1,1
108075,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,7,A3,0,,,19aug2018,0,Head of Household,36,33,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,3 Ate once – Liked it,3 Ate once – Liked it,7,0,0,0,0,1,2,0,,,0,0
108076,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,0 No,0,,,,0 Male,0,4 9th Standard,1 Full,Semi-pucca,3,D1,0,,,19aug2018,0,Head of Household,62,57,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,4,"1 Yes, have seen and heard",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,3,0,,,0,0
108077,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"3 Yes, has heard about vitamin A",1,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,3 4th Standard,1 Full,Semi-pucca,2,D2,0,,,19aug2018,0,Head of Household,37,33,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",1,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,0,1,0,0,,,0,0
108078,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,19aug2018,0,Spouse of Head,38,32,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,1,0,1,0,,,0,0
108079,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,0,,,,0 Male,0,1 Illiterate,3 None,Kutcha,1,E1,0,,,21aug2018,0,Head of Household,106,98,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",0,2,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,8,2,0,0,1,1,3,0,,,0,0
108080,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,1 Yes,0,,,,0 Male,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,19aug2018,0,Head of Household,62,67,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,1 I asked for the OFSP ,1 A few days only,6 No children in this household,6 No children in this household,5 Did not eat,,8,0,0,1,0,1,1,0,,,,
108081,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,1,1,0,,,0,0
108082,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,6 Diploma,1 Full,Pucca,1,D1,0,,,21aug2018,0,Spouse of Head,35,32,0 No,2 The toilet is not working or is not being used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
108083,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,1 Full,Pucca,8,B1,0,,,19aug2018,0,Head of Household,64,58,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,0,1,0,0,,,0,0
108084,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",3,1 Yes,1 Yes,0,,,,0 Male,0,2 No Formal Education,1 Full,Semi-pucca,1,E1,1,,,19aug2018,0,Spouse of Head,75,70,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",3,3,"1 Yes, have seen and heard",5,1 Yes,1 Yes,,,,3 More than a week but less than 2 weeks,1 Nearly every day,6 No children in this household,3 Ate once – Liked it,,6,0,0,0,0,3,6,1,13.75,,4,
108085,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,1 Illiterate,2 Partial,Pucca,2,D2,0,,,19aug2018,0,Head of Household,30,28,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","3 Yes, has heard about vitamin A",1,4,"3 Yes, heard about it only",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,0,0,0,,,0,0
108086,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,1 Yes,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",3,0 No,1 Yes,2,,,,0 Male,0,1 Illiterate,1 Full,Pucca,7,B2,1,,,19aug2018,0,Spouse of Head,50,45,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",4,1 Yes,1 Yes,,,1 I asked for the OFSP ,1 A few days only,6 No children in this household,6 No children in this household,5 Did not eat,,7,0,0,1,0,2,1,1,,,,
108087,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,1,0,,,0,0
108088,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,19aug2018,0,Head of Household,37,33,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,2,0,0,0,0,0,0,,,0,0
108089,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",3,1 Yes,1 Yes,0,,,,0 Male,0,4 9th Standard,1 Full,Pucca,10,A3,1,,,21aug2018,0,Head of Household,67,65,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",3,2,"1 Yes, have seen and heard",3,1 Yes,1 Yes,,,,4 3-4 weeks,1 Nearly every day,1 Nearly every day,5 Did not eat,5 Did not eat,6,2,0,0,0,3,6,1,31.25,31.25,5,5
108090,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",1,3,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,4 9th Standard,2 Partial,Pucca,5,B2,0,,,19aug2018,0,Spouse of Head,54,50,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,5,0,0,0,0,0,0,0,,,0,0
108091,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,2,,,,1 Female,0,1 Illiterate,1 Full,Hut,4,C2,0,,,06sep2018,1,Spouse of Head,45,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,9,0,0,0,0,0,1,0,,,0,0
108092,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"3 Yes, has heard about vitamin A",3,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,19aug2018,0,Spouse of Head,32,30,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,12,1,0,0,1,0,1,0,,,0,0
108093,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",0,0 No,1 Yes,1,,,,1 Female,0,1 Illiterate,3 None,Pucca,3,D1,0,,,19aug2018,0,Head of Household,35,30,1 Yes,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,1,2,0,,,0,0
108094,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,1 Yes,1,,,,0 Male,0,4 9th Standard,1 Full,Pucca,5,B2,0,,,21aug2018,0,Spouse of Head,38,35,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,1,3,4,0,,,0,0
108095,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,5 High School,3 None,Kutcha,6,A3,0,,,21aug2018,0,Head of Household,50,47,1 Yes,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,12,0,0,0,0,0,1,0,,,0,0
108096,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,1 Yes,1,,,,1 Female,0,2 No Formal Education,1 Full,Semi-pucca,3,C2,0,,,19aug2018,0,Spouse of Head,29,25,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",4,1,"1 Yes, have seen and heard",3,0 No,2 Undecided,,,1 I asked for the OFSP ,1 A few days only,1 Nearly every day,1 Nearly every day,1 Ate frequently,5 Did not eat,6,2,0,1,0,3,1,0,3.75,3.75,2,2
